"proj_id","team_size","budget","workload","completion_time","assigned_manager","tasks__id","tasks__description","tasks__status","tasks__person_assigned","tasks__due_date","tasks__estimated_duration"
"","","","","","","2","Debug database schema","complete","Elizabeth Gordon","2024-07-20","4"
"307","2","10657.73","low","343","Chase Welch","1","Implement backend logic","complete","Ariel Watson","2024-06-24","6"
"","","","","","","2","Document algorithm","complete","Sharon Hughes","2024-06-24","9"
"308","10","12343.82","high","221","Robert Allen","1","Implement backend logic","complete","Ashley Newton","2024-08-25","4"
"","","","","","","2","Debug user interface","incomplete","Julie Miller","2024-08-25","7"
"","","","","","","3","Document backend logic","complete","Ronald Shea","2024-08-25","2"
"","","","","","","4","Debug integration module","incomplete","Cristian Nguyen","2024-08-25","6"
"309","8","14437.93","medium","237","Rita Price","1","Test algorithm","complete","Kaitlyn Mayer","2024-03-01","9"
"","","","","","","2","Debug algorithm","complete","Gregory Wright","2024-03-01","4"
"","","","","","","3","Optimize algorithm","complete","Lindsey Horton","2024-03-01","9"
"","","","","","","4","Optimize user interface","complete","Natasha Giles","2024-03-01","5"
"310","8","11990.2","medium","176","Erin Hale","1","Optimize user interface","complete","Samantha Olson","2024-05-04","8"
"","","","","","","2","Debug user interface","complete","Michael Livingston","2024-05-04","3"
"","","","","","","3","Optimize integration module","complete","Rebecca Ward","2024-05-04","7"
"","","","","","","4","Test algorithm","complete","Gloria Wilson","2024-05-04","3"
"311","8","12951.58","high","133","Erin Hale","1","Document backend logic","complete","Rebecca Garcia","2024-03-26","2"
"","","","","","","2","Document algorithm","incomplete","Deborah Nelson","2024-03-26","2"
"","","","","","","3","Document algorithm","complete","Christina Diaz","2024-03-26","7"
"312","9","11903.04","low","201","Katrina Wilson","1","Implement backend logic","complete","John Graham","2025-01-11","7"
"","","","","","","2","Test algorithm","incomplete","Margaret Peterson","2025-01-11","3"
"313","2","14492.71","low","31","Chase Welch","1","Debug algorithm","complete","Scott Rogers","2024-06-17","10"
"314","8","11189.39","high","273","Erin Hale","1","Optimize integration module","complete","Sharon Hughes","2024-09-05","4"
"","","","","","","2","Test integration module","complete","William Ray","2024-09-05","1"
"","","","","","","3","Implement user interface","incomplete","Kristen Williams","2024-09-05","1"
"","","","","","","4","Design integration module","incomplete","Jose Fisher","2024-09-05","6"
"315","2","10245.16","medium","121","Amanda Baker","1","Document integration module","complete","Nathaniel Moore","2025-01-18","8"
"","","","","","","2","Optimize database schema","complete","Bradley Taylor","2025-01-18","2"
"","","","","","","3","Test database schema","incomplete","Natasha Rodriguez","2025-01-18","7"
"316","2","13792.21","high","63","Paul Webb","1","Document database schema","incomplete","Austin Knox","2024-10-07","9"
"","","","","","","2","Optimize backend logic","complete","Gloria Wilson","2024-10-07","10"
"317","1","10546.51","high","352","Brandon Harris","1","Document integration module","incomplete","Ann Mullins","2024-03-24","7"
"","","","","","","2","Test database schema","incomplete","Paul Watson","2024-03-24","3"
"","","","","","","3","Optimize algorithm","incomplete","Philip Ferrell","2024-03-24","8"
"","","","","","","4","Optimize backend logic","incomplete","William Perez","2024-03-24","4"
"318","1","10591.04","medium","350","Jessica Costa","1","Design database schema","incomplete","Gloria Wilson","2024-05-25","9"
"","","","","","","2","Implement user interface","complete","Stephanie Harrison","2024-05-25","5"
"","","","","","","3","Design database schema","incomplete","Timothy Orozco","2024-05-25","9"
"","","","","","","4","Test user interface","complete","William Ray","2024-05-25","6"
"319","6","11980.25","high","345","James Hood","1","Test algorithm","incomplete","Steven Beck","2024-05-08","1"
"","","","","","","2","Implement algorithm","complete","Michael Livingston","2024-05-08","8"
"320","9","14479.64","medium","241","Margaret Clayton","1","Document database schema","complete","James Hernandez","2024-03-08","4"
"","","","","","","2","Document database schema","incomplete","Robert Taylor","2024-03-08","2"
"","","","","","","3","Test user interface","incomplete","Cindy Martinez","2024-03-08","7"
"321","9","14212.03","high","340","Ricardo Hill","1","Test database schema","complete","Olivia Aguilar","2024-05-14","5"
"322","7","10433.99","low","220","Pamela Craig","1","Test backend logic","complete","Christina Diaz","2024-07-12","6"
"","","","","","","2","Implement user interface","incomplete","Alexander Schwartz","2024-07-12","9"
"323","1","13995.13","high","108","Debra Mcdaniel","1","Optimize database schema","incomplete","Sarah Smith","2024-08-01","3"
"","","","","","","2","Design integration module","complete","Natasha Rodriguez","2024-08-01","4"
"","","","","","","3","Design algorithm","incomplete","Ann Mullins","2024-08-01","9"
"","","","","","","4","Design database schema","complete","Deborah Nelson","2024-08-01","10"
"324","2","11666.45","low","82","Brandon Harris","1","Optimize database schema","complete","Brandy Kennedy","2025-01-11","6"
"","","","","","","2","Implement database schema","incomplete","Valerie Stephens","2025-01-11","9"
"","","","","","","3","Debug user interface","incomplete","Christopher Lewis","2025-01-11","3"
"325","3","11368.18","low","348","George Shannon","1","Optimize database schema","incomplete","Wendy Cummings","2024-10-29","5"
"326","3","14716.39","medium","323","Kimberly Crawford","1","Optimize database schema","incomplete","Katelyn Walker","2024-05-06","1"
"327","3","10144.96","high","55","Tyler Turner","1","Debug algorithm","complete","Donald Ramos","2024-08-23","10"
"328","10","13147.35","high","258","Chase Welch","1","Implement integration module","complete","Kathryn May","2024-08-09","8"
"","","","","","","2","Implement user interface","incomplete","Rebecca Snyder","2024-08-09","2"
"","","","","","","3","Test algorithm","incomplete","Howard Murphy","2024-08-09","4"
"329","4","10718.61","high","162","Kyle Freeman","1","Document database schema","incomplete","Kathleen Wright","2024-08-27","8"
"","","","","","","2","Design user interface","incomplete","Laura Smith","2024-08-27","2"
"330","6","12393.26","low","174","Rita Price","1","Design algorithm","complete","Rhonda White","2024-08-05","6"
"","","","","","","2","Document user interface","incomplete","Marvin Long","2024-08-05","9"
"331","8","12004.08","medium","152","Chase Welch","1","Debug user interface","incomplete","Julie Richmond","2024-06-12","4"
"","","","","","","2","Optimize algorithm","incomplete","Matthew Hill","2024-06-12","10"
"332","6","12722.63","low","118","Edward Owen","1","Document integration module","incomplete","Gregory Martin","2025-01-16","2"
"333","10","12980.38","medium","314","Tyler Turner","1","Debug user interface","complete","Margaret Peterson","2024-09-23","10"
"","","","","","","2","Debug database schema","incomplete","Debbie White","2024-09-23","1"
"334","2","11088.06","low","327","David Johnson","1","Implement backend logic","incomplete","Kelli Rivera","2024-12-30","9"
"335","5","11949.91","high","258","Debra Mcdaniel","1","Optimize database schema","incomplete","Frank Young","2024-05-24","6"
"","","","","","","2","Optimize user interface","incomplete","Donald Ramos","2024-05-24","3"
"","","","","","","3","Design database schema","complete","Samantha Olson","2024-05-24","1"
"336","9","14103.77","medium","86","Paul Webb","1","Document integration module","incomplete","Stephanie Murphy","2024-02-24","6"
"","","","","","","2","Debug algorithm","incomplete","Pamela Cruz","2024-02-24","7"
"337","9","11056.08","low","273","Thomas Weaver","1","Debug backend logic","incomplete","Nancy Parker","2024-05-15","3"
"","","","","","","2","Design user interface","complete","Carolyn Wright","2024-05-15","3"
"","","","","","","3","Debug algorithm","complete","Kaitlyn Mayer","2024-05-15","2"
"","","","","","","4","Document algorithm","incomplete","Shawn Morris","2024-05-15","10"
"338","7","13116.24","medium","290","Mark Tanner","1","Test backend logic","complete","Jason Schneider","2024-11-17","7"
"","","","","","","2","Design integration module","incomplete","Kimberly Reese","2024-11-17","4"
"","","","","","","3","Optimize database schema","incomplete","Pamela Cruz","2024-11-17","9"
"","","","","","","4","Test user interface","complete","Robert Taylor","2024-11-17","10"
"339","8","13524.41","low","327","Megan Carpenter","1","Document integration module","incomplete","Sara Strong","2025-01-27","8"
"340","9","10391.17","high","75","Kimberly Crawford","1","Document integration module","incomplete","James Armstrong","2024-10-07","10"
"341","1","14517.93","high","35","Megan Carpenter","1","Document database schema","incomplete","Joseph Wade","2024-09-28","6"
"","","","","","","2","Test backend logic","complete","Samantha Olson","2024-09-28","10"
"","","","","","","3","Test integration module","incomplete","Bradley Taylor","2024-09-28","1"
"","","","","","","4","Debug integration module","complete","Willie Daniels","2024-09-28","10"
"342","1","13281.6","medium","349","James Hood","1","Implement integration module","complete","John Payne","2024-07-04","5"
"","","","","","","2","Implement integration module","incomplete","Robert Garcia","2024-07-04","5"
"","","","","","","3","Design user interface","complete","Timothy Orozco","2024-07-04","10"
"","","","","","","4","Implement algorithm","incomplete","Gregory Martin","2024-07-04","3"
"343","5","13912.64","low","278","Robert Allen","1","Design backend logic","complete","Briana Hayes","2024-11-05","8"
"344","7","13851.84","low","255","Taylor Delgado","1","Optimize database schema","complete","Tiffany Dunn","2024-12-31","5"
"","","","","","","2","Design user interface","complete","Kelli Rivera","2024-12-31","8"
"345","7","12381.16","medium","302","Victoria Dunn","1","Test backend logic","incomplete","Ashley Newton","2024-08-21","1"
"","","","","","","2","Debug algorithm","incomplete","Heather Holt","2024-08-21","9"
"","","","","","","3","Design user interface","incomplete","Kimberly Cruz","2024-08-21","7"
"","","","","","","4","Document database schema","incomplete","Nathaniel Moore","2024-08-21","5"
"346","5","14011.58","medium","329","Adam Armstrong","1","Document integration module","complete","Sarah Smith","2024-10-02","9"
"","","","","","","2","Document backend logic","incomplete","Mackenzie Thomas","2024-10-02","9"
"347","1","13364.01","low","36","Marc Marquez","1","Debug database schema","complete","James Armstrong","2024-03-30","5"
"348","5","10965.4","low","347","Ashley Lyons","1","Document user interface","complete","Gene Robbins","2024-03-09","2"
"","","","","","","2","Implement algorithm","complete","Kimberly Reese","2024-03-09","2"
"349","3","11266.68","medium","68","Elizabeth Thomas","1","Debug database schema","incomplete","Natasha Rodriguez","2024-09-28","3"
"","","","","","","2","Design database schema","complete","Rebecca Ward","2024-09-28","7"
"","","","","","","3","Test user interface","incomplete","Natasha Giles","2024-09-28","5"
"350","3","12202.87","medium","132","Chase Welch","1","Debug user interface","complete","Michael Livingston","2024-08-28","9"
"","","","","","","2","Debug backend logic","complete","Natasha Rodriguez","2024-08-28","8"
"351","5","10516.44","low","66","Katrina Wilson","1","Debug backend logic","complete","Guy Arellano","2024-06-16","1"
"","","","","","","2","Debug database schema","complete","Penny Swanson","2024-06-16","6"
"","","","","","","3","Optimize user interface","incomplete","Elizabeth Riddle","2024-06-16","8"
"","","","","","","4","Debug user interface","complete","Michael Skinner","2024-06-16","1"
"352","7","14770.78","medium","92","Katrina Wilson","1","Document database schema","incomplete","Kathryn May","2024-11-09","1"
"","","","","","","2","Document user interface","incomplete","Willie Daniels","2024-11-09","9"
"","","","","","","3","Design algorithm","incomplete","Briana Hayes","2024-11-09","4"
"353","3","12772.38","medium","127","Randall Jones","1","Document database schema","incomplete","Gregory Wright","2025-01-30","2"
